"","municode","state","incumbent","vote_margin_pct","name","votes","party","cand_code","candidate_2000","win_2000"
"2297",21130,"PB",0,-19.5249406175772,"CARMEM SILVIA PEREIRA DANTAS","847","PFL","21130-carmem silvia pereira dantas",0,0
"2298",21130,"PB",1,19.5249406175772,"EXPEDITO SEBASTIAO DO NASCIMENTO","1258","PMDB","21130-expedito sebastiao do nascimento",0,0
"2299",21156,"PB",0,-10.1947308132875,"SOLON FERREIRA DA COSTA","392","PFL","21156-solon ferreira da costa",0,0
"2300",21156,"PB",1,10.1947308132875,"AGAMENON BALDUINO DA NOBREGA","481","PSDB","21156-agamenon balduino da nobrega",1,0
"2301",21172,"PB",0,-19.8763088604495,"FRANCISCA GOMES DE ARAUJO MOTTA","13085","PMDB","21172-francisca gomes de araujo motta",0,0
"2302",21172,"PB",1,19.8763088604495,"DINALDO MEDEIROS WANDERLEY","19577","PFL","21172-dinaldo medeiros wanderley",1,1
"2303",21199,"PB",0,-1.2338593974175,"SABINIANO FERNANDES DE MEDEIROS","3442","PDT","21199-sabiniano fernandes de medeiros",1,1
"2304",21199,"PB",1,1.2338593974175,"ABINETE VIEIRA DE ALMEIDA","3528","PMDB","21199-abinete vieira de almeida",0,0
"2305",21210,"PB",0,-25.5360623781676,"JOSE VALERIO DE ARAUJO","955","PDT","21210-jose valerio de araujo",0,0
"2306",21210,"PB",1,25.5360623781676,"JOSE ANCHIETA NOIA","1610","PMDB","21210-jose anchieta noia",0,0
"2307",21237,"PB",0,-54.3649714441121,"JOSE DARIO DE LIMA","839","PFL","21237-jose dario de lima",0,0
"2308",21237,"PB",1,54.3649714441121,"SEBASTIAO DE VASCONCELOS PORTO","2838","PMDB","21237-sebastiao de vasconcelos porto",1,1
"2309",21253,"PB",0,-4.03100775193798,"HILDEMAR GUEDES MACIEL","3714","PFL","21253-hildemar guedes maciel",0,0
"2310",21253,"PB",1,4.03100775193798,"MANOEL ALVES DA SILVA JUNIOR","4026","PSDB","21253-manoel alves da silva junior",1,1
"2311",21270,"PB",0,-4.99557913351017,"EDVALDO LEITE DE CALDAS","4298","PMDB","21270-edvaldo leite de caldas",1,1
"2312",21270,"PB",1,4.99557913351017,"GIL GALDINO","4750","PDT","21270-gil galdino",1,0
"2313",21296,"PB",0,-64.5083322732477,"SALOMAO FERNANDES DA SILVA","1395","PT","21296-salomao fernandes da silva",0,0
"2314",21296,"PB",1,64.5083322732477,"JOAO BATISTA BALDUINO","6466","PMDB","21296-joao batista balduino",1,1
"2315",21318,"PB",0,-6.83804627249357,"HUMBERTO ARAUJO DE ALCANTARA","2718","PFL","21318-humberto araujo de alcantara",0,0
"2316",21318,"PB",1,6.83804627249357,"GENIVAL RODRIGUES DA COSTA","3117","PMDB","21318-genival rodrigues da costa",0,0
"2317",21334,"PB",0,-11.5155757787889,"IREMAR FLOR DE SOUZA","1264","PSDB","21334-iremar flor de souza",1,1
"2318",21334,"PB",1,11.5155757787889,"MARINESIO DE SOUZA RAMALHO","1593","PMDB","21334-marinesio de souza ramalho",1,0
"2319",21350,"PB",0,-13.699031974186,"MARIA ZELITA FERREIRA ALVES","1471","PFL","21350-maria zelita ferreira alves",0,0
"2320",21350,"PB",1,13.699031974186,"HUMBERTO ALVES DE SOUZA","1938","PMDB","21350-humberto alves de souza",1,0
"2321",21377,"PB",0,-23.5381321034426,"JOAO VICENTE DA COSTA","2321","PSDB","21377-joao vicente da costa",0,0
"2322",21377,"PB",1,23.5381321034426,"JOSE AGRICIO DE SOUSA FILHO","3750","PSB","21377-jose agricio de sousa filho",0,0
"2323",21393,"PB",0,-17.8442496132027,"FERNANDO ARAUJO DA CUNHA","1593","PDT","21393-fernando araujo da cunha",0,0
"2324",21393,"PB",1,17.8442496132027,"JOSE ROMULO CARNEIRO DE ALBUQUERQUE NETO","2285","PSDB","21393-jose romulo carneiro de albuquerque neto",1,0
"2325",21415,"PB",0,-12.734216493615,"SALVINO SOUTO DE OLIVEIRA","3656","PFL","21415-salvino souto de oliveira",0,0
"2326",21415,"PB",1,12.734216493615,"HERMES DE OLIVEIRA FILHO","4723","PMDB","21415-hermes de oliveira filho",1,0
"2327",21431,"PB",0,-22.482616533608,"ANDRE AVELINO DE QUEIROGA","6020","PMDB","21431-andre avelino de queiroga",0,0
"2328",21431,"PB",1,22.482616533608,"ABMAEL DE SOUSA LACERDA","9512","PFL","21431-abmael de sousa lacerda",1,1
"2329",21458,"PB",0,-1.86480186480186,"JOSE ESPERIDIAO FILHO","1263","PMDB","21458-jose esperidiao filho",0,0
"2330",21458,"PB",1,1.86480186480186,"HUMBERTO FELIX DE MENEZES","1311","PRP","21458-humberto felix de menezes",0,0
"2331",21474,"PB",0,-7.882096069869,"EDIVALDO VIRGULINO DE MEDEIROS","4219","PDT","21474-edivaldo virgulino de medeiros",0,0
"2332",21474,"PB",1,7.882096069869,"FRANCISCO BEZERRA DE LIMA","4941","PFL","21474-francisco bezerra de lima",1,0
"2333",21490,"PB",0,-15.6905731287191,"FLORIPES JOSE DE OLIVEIRA COUTINHO","2692","PMDB","21490-floripes jose de oliveira coutinho",0,0
"2334",21490,"PB",1,15.6905731287191,"ORLANDO DANTAS DE MIRANDA","3694","PFL","21490-orlando dantas de miranda",1,1
"2335",21512,"PB",0,-4.17003580917177,"SAULO LEAL ERNESTO DE MELO","8296","PDT","21512-saulo leal ernesto de melo",0,0
"2336",21512,"PB",1,4.17003580917177,"FRANCISCO DE ASSIS MACIEL LOPES","9018","PL","21512-francisco de assis maciel lopes",1,1
"2337",21539,"PB",0,-29.3756397134084,"EDUARDO PEREIRA DA SILVA","345","PFL","21539-eduardo pereira da silva",0,0
"2338",21539,"PB",1,29.3756397134084,"JOAO MARCOS DA SILVA","632","PMDB","21539-joao marcos da silva",0,0
"2339",21555,"PB",0,-5.81203103141295,"SEVERINO BRONZEADO NETO","3703","PMDB","21555-severino bronzeado neto",0,0
"2340",21555,"PB",1,5.81203103141295,"EUDACLER LEAL DE SOUZA","4160","PL","21555-eudacler leal de souza",0,0
"2341",21571,"PB",0,-2.13990289516274,"JOSE VAZ DA COSTA","2721","PPB","21571-jose vaz da costa",1,0
"2342",21571,"PB",1,2.13990289516274,"NAPOLEAO SUASSUNA LAUREANO","2840","PMDB","21571-napoleao suassuna laureano",1,1
"2343",21598,"PB",0,-29.2843128891922,"JOSE ALVES DE CARVALHO FILHO","4145","PMDB","21598-jose alves de carvalho filho",0,0
"2344",21598,"PB",1,29.2843128891922,"MARCUS ANTONIO GERBASI","7578","PL","21598-marcus antonio gerbasi",1,0
"2345",21610,"PB",0,-27.1014492753623,"JOAQUIM MARCOLINO FILHO","503","PFL","21610-joaquim marcolino filho",0,0
"2346",21610,"PB",1,27.1014492753623,"LUCIANO MORAIS DA SILVA","877","PMDB","21610-luciano morais da silva",1,1
"2347",21636,"PB",0,-21.5165418980922,"NILTON MARQUES BEZERRA","1625","PDT","21636-nilton marques bezerra",0,0
"2348",21636,"PB",1,21.5165418980922,"JOSE LUIZ NETO","2516","PMDB","21636-jose luiz neto",1,0
"2349",21652,"PB",0,-3.48182283666155,"LUIZ DINIZ SOBREIRA","1885","PFL","21652-luiz diniz sobreira",1,1
"2350",21652,"PB",1,3.48182283666155,"FRANCISCO LOPES DA SILVA","2021","PMDB","21652-francisco lopes da silva",0,0
"2351",21679,"PB",0,-14.5994065281899,"BONIFACIO ROLIM DE MOURA","1439","PPB","21679-bonifacio rolim de moura",1,0
"2352",21679,"PB",1,14.5994065281899,"DACIANO SOARES DE SOUSA","1931","PMDB","21679-daciano soares de sousa",1,0
"2353",21695,"PB",0,-2.42966751918159,"FRANCISCO SERAPHICO FERRAZ DA NOBREGA","3815","PMDB","21695-francisco seraphico ferraz da nobrega",0,0
"2354",21695,"PB",1,2.42966751918159,"UMBERTO MARINHO DE LIMA","4005","PFL","21695-umberto marinho de lima",0,0
"2355",21717,"PB",0,-14.8573109738158,"JACON VIRGULINO DE SOUSA","1447","PMDB","21717-jacon virgulino de sousa",0,0
"2356",21717,"PB",1,14.8573109738158,"ESPEDITO ALDECI MANGUEIRA DINIZ","1952","PFL","21717-espedito aldeci mangueira diniz",1,1
"2357",21733,"PB",0,-2.59275815824765,"JOSE CARLOS SOARES","2179","PMDB","21733-jose carlos soares",1,1
"2358",21733,"PB",1,2.59275815824765,"JOSE ALENCAR LIMA","2295","PSDB","21733-jose alencar lima",1,0
"2359",21750,"PB",0,-16.6175792200419,"ALDO MARINHO PONTES","11749","PFL","21750-aldo marinho pontes",0,0
"2360",21750,"PB",1,16.6175792200419,"SEVERINO MAROJA","16432","PMDB","21750-severino maroja",1,1
"2361",21776,"PB",0,-13.468825353083,"FRANCISCO DE ASSIS NOBREGA","1256","PMDB","21776-francisco de assis nobrega",0,0
"2362",21776,"PB",1,13.468825353083,"JOSE AFONSO GAYOSO FILHO","1647","PSDB","21776-jose afonso gayoso filho",1,1
"2363",21792,"PB",0,-11.6083690120365,"ADEMAR PEREIRA DINIZ","5471","PFL","21792-ademar pereira diniz",0,0
"2364",21792,"PB",1,11.6083690120365,"MARCIO ROBERTO DA SILVA","6908","PMDB","21792-marcio roberto da silva",1,1
"2365",21814,"PB",0,-8.78972278566599,"HELIMANO COUTINHO DE MORAIS","1349","PMDB","21814-helimano coutinho de morais",0,0
"2366",21814,"PB",1,8.78972278566599,"JOSE CLOVES RAMOS DE FARIAS","1609","PFL","21814-jose cloves ramos de farias",0,0
"2367",21830,"PB",0,-33.2100591715976,"JOAO BOSCO FREITAS CHAVES","903","PSDB","21830-joao bosco freitas chaves",0,0
"2368",21830,"PB",1,33.2100591715976,"JOAO BATISTA MEDEIROS","1801","PMDB","21830-joao batista medeiros",0,0
"2369",21857,"PB",0,-1.84100418410042,"JOSE MILTON RODRIGUES COURA","2346","PSDB","21857-jose milton rodrigues coura",1,0
"2370",21857,"PB",1,1.84100418410042,"FRANCISCO AMILTON DE SOUSA","2434","PDT","21857-francisco amilton de sousa",0,0
"2371",21873,"PB",0,-7.35483870967742,"FRANCISCO JOAQUIM DE SOUSA","1436","PSDB","21873-francisco joaquim de sousa",0,0
"2372",21873,"PB",1,7.35483870967742,"FRANCISCO MARCILIO FERNANDES LOPES","1664","PMDB","21873-francisco marcilio fernandes lopes",1,0
"2373",21890,"PB",0,-2.4358557973368,"RENE TRIGUEIRO CAROCA","1502","PSDB","21890-rene trigueiro caroca",1,1
"2374",21890,"PB",1,2.4358557973368,"JOSE DE SOUSA GOMES","1577","PFL","21890-jose de sousa gomes",1,0
"2375",21911,"PB",0,-19.31330472103,"PAULO DE TARSO LUCENA","3666","PPS","21911-paulo de tarso lucena",0,0
"2376",21911,"PB",1,19.31330472103,"JOAQUIM LACERDA NETO","5421","PFL","21911-joaquim lacerda neto",1,0
"2377",21938,"PB",0,-15.7437567861021,"JOSE EDINALDO RODRIGUES GUEDES","776","PMDB","21938-jose edinaldo rodrigues guedes",0,0
"2378",21938,"PB",1,15.7437567861021,"ABESMARIO RAMOS DA SILVA","1066","PFL","21938-abesmario ramos da silva",0,0
"2379",21954,"PB",0,-0.990825688073395,"OSMAR BATISTA DE SOUZA","1349","PL","21954-osmar batista de souza",0,0
"2380",21954,"PB",1,0.990825688073395,"MANOEL DOMICIANO DANTAS","1376","PMDB","21954-manoel domiciano dantas",1,1
"2381",21970,"PB",0,-6.09288453344695,"FRANCISCO JACARE PEREIRA","1102","PFL","21970-francisco jacare pereira",0,0
"2382",21970,"PB",1,6.09288453344695,"AGOSTINHO JACARE PEREIRA","1245","PMDB","21970-agostinho jacare pereira",0,0
"2383",21997,"PB",0,-28.8672350791717,"PAULO DA SILVA FREIRE","1752","PMDB","21997-paulo da silva freire",0,0
"2384",21997,"PB",1,28.8672350791717,"FRANCISCO DAS CHAGAS LOPES DE SOUSA","3174","PFL","21997-francisco das chagas lopes de sousa",1,1
"2385",22012,"PB",0,-36.3298411625549,"MARIA BERNADETE FREIRE BENTO","942","PT","22012-maria bernadete freire bento",0,0
"2386",22012,"PB",1,36.3298411625549,"JOAQUIM GILBERTO SOARES","2017","PSDB","22012-joaquim gilberto soares",1,1
"2387",22039,"PB",0,-21.4651736572405,"ANTONIO DONATO DE MEDEIROS","2069","PL","22039-antonio donato de medeiros",0,0
"2388",22039,"PB",1,21.4651736572405,"ANTONIO PEDRO DOS SANTOS","3200","PMDB","22039-antonio pedro dos santos",1,1
"2389",22055,"PB",0,-13.9841688654354,"JOSE GENEZIO LAFAYETTE","815","PRP","22055-jose genezio lafayette",0,0
"2390",22055,"PB",1,13.9841688654354,"MARIA DE FATIMA FERNANDES BATISTA","1080","PMDB","22055-maria de fatima fernandes batista",1,1
"2391",22071,"PB",0,-13.277167537592,"LEONARDO DE OLIVEIRA SA","8132","PMDB","22071-leonardo de oliveira sa",0,0
"2392",22071,"PB",1,13.277167537592,"JOAO CARNEIRO CARMELIO FILHO","10622","PFL","22071-joao carneiro carmelio filho",1,0
"2393",22098,"PB",0,-46.4435146443515,"ADALBERTO PATRICIO DE GOUVEIA SOUZA","1216","PSDB","22098-adalberto patricio de gouveia souza",0,0
"2394",22098,"PB",1,46.4435146443515,"DAMIAO ZELO DE GOUVEIA NETO","3325","PMDB","22098-damiao zelo de gouveia neto",0,0
"2395",22110,"PB",0,-6.68309208500154,"GILMAR PEREIRA DA COSTA","3030","PT","22110-gilmar pereira da costa",0,0
"2396",22110,"PB",1,6.68309208500154,"EDUARDO JOSE TORREAO MOTA","3464","PSDB","22110-eduardo jose torreao mota",1,1
"2397",22136,"PB",0,-3.84789497510186,"VALDIR JOSE DE LIMA","1062","PDT","22136-valdir jose de lima",0,0
"2398",22136,"PB",1,3.84789497510186,"LUIS CARDOSO DA SILVA","1147","PMDB","22136-luis cardoso da silva",0,0
"2399",22152,"PB",0,-17.9341657207719,"JOSE DOMICIO DE ABREU","723","PDT","22152-jose domicio de abreu",0,0
"2400",22152,"PB",1,17.9341657207719,"VIDAL ANTONIO DA SILVA","1039","PMDB","22152-vidal antonio da silva",1,1
"2401",22179,"PB",0,-41.6211076776801,"RONALDO DE PAULA FREIRE","1228","PMDB","22179-ronaldo de paula freire",0,0
"2402",22179,"PB",1,41.6211076776801,"GILBERTO CAVALCANTE DE FARIAS","2979","PSDB","22179-gilberto cavalcante de farias",1,0
"2403",22195,"PB",0,-11.7014270032931,"ROBERTO BERNARDINO DA CRUZ","2011","PRP","22195-roberto bernardino da cruz",0,0
"2404",22195,"PB",1,11.7014270032931,"JOSE WALTER DE SOUSA CARVALHO","2544","PMDB","22195-jose walter de sousa carvalho",1,0
"2405",22217,"PB",0,-11.3999404702848,"GERALDO BELO DA SILVA","4465","PPB","22217-geraldo belo da silva",0,0
"2406",22217,"PB",1,11.3999404702848,"ARNALDO VIANA DE ARAUJO","5614","PMDB","22217-arnaldo viana de araujo",1,0
"2407",22233,"PB",0,-5.84837545126354,"LUIZA ANGELA DE ARAUJO E ARAUJO","3260","PFL","22233-luiza angela de araujo e araujo",1,0
"2408",22233,"PB",1,5.84837545126354,"FERNANDO ARAUJO FILHO","3665","PMDB","22233-fernando araujo filho",1,1
"2409",22250,"PB",0,-24.7018030513176,"LUCIO AURELIO BRAGA MATOS","10858","PMDB","22250-lucio aurelio braga matos",1,0
"2410",22250,"PB",1,24.7018030513176,"JOAO MARQUES ESTRELA E SILVA","17982","PDT","22250-joao marques estrela e silva",1,1
"2411",22276,"PB",0,-52.9103303618249,"JOSE MEDEIROS BATISTA","1796","PMDB","22276-jose medeiros batista",0,0
"2412",22276,"PB",1,52.9103303618249,"FRANCISCO DUARTE DA SILVA NETO","5832","PFL","22276-francisco duarte da silva neto",1,1
"2413",22292,"PB",0,-7.32550103662751,"TERCILIO TEIXEIRA DA CRUZ","2682","PMDB","22292-tercilio teixeira da cruz",0,0
"2414",22292,"PB",1,7.32550103662751,"JOSEMAR BELMONT","3106","PDT","22292-josemar belmont",1,1
"2415",22314,"PB",0,-46.8622197151319,"BALDUINO LELIS DE FARIAS","1884","PSDB","22314-balduino lelis de farias",0,0
"2416",22314,"PB",1,46.8622197151319,"ADRIANO MONTEIRO DE FARIAS","5207","PMDB","22314-adriano monteiro de farias",0,0
"2417",22330,"PB",0,-7.0548712206047,"MANOEL LEITE DA SILVA","3320","PMDB","22330-manoel leite da silva",1,0
"2418",22330,"PB",1,7.0548712206047,"TEREZINHA NOBREGA DE MORAIS","3824","PFL","22330-terezinha nobrega de morais",1,1
"2419",22357,"PB",0,-17.6216882316697,"MARIA DO ROSARIO XAVIER DE LIRA PEREIRA","2674","PSDB","22357-maria do rosario xavier de lira pereira",0,0
"2420",22357,"PB",1,17.6216882316697,"INACIO DE OLIVEIRA AMORIM","3818","PFL","22357-inacio de oliveira amorim",0,0
"2421",22373,"PB",0,-1.49388863739249,"JOAO EVANGELISTA DUARTE","2176","PMDB","22373-joao evangelista duarte",0,0
"2422",22373,"PB",1,1.49388863739249,"JOAO PEREIRA JUNIOR","2242","PPB","22373-joao pereira junior",0,0
"2423",22390,"PB",0,-3.01602262016965,"FRANCISCO VIEIRA DA SILVA","4116","PMDB","22390-francisco vieira da silva",0,0
"2424",22390,"PB",1,3.01602262016965,"GERALDO NOGUEIRA DE ALMEIDA","4372","PFL","22390-geraldo nogueira de almeida",1,0
"2425",22411,"PB",0,-11.9713261648746,"MARCOS BARBOSA DE SOUZA","2456","PMDB","22411-marcos barbosa de souza",0,0
"2426",22411,"PB",1,11.9713261648746,"CARLOS PESSOA NETO","3124","PFL","22411-carlos pessoa neto",1,1
"2427",22438,"PB",0,-20.5250596658711,"MANOEL BATISTA DE MORAIS","666","PMDB","22438-manoel batista de morais",0,0
"2428",22438,"PB",1,20.5250596658711,"ORLANDO AUGUSTO DAMASCENA","1010","PFL","22438-orlando augusto damascena",0,0
"2429",23000,"PE",0,-5.85504255867939,"JODILMA LACAVA VIEIRA DE CARVALHO","1825","PSDB","23000-jodilma lacava vieira de carvalho",0,0
"2430",23000,"PE",1,5.85504255867939,"JOSE PEREIRA NUNES","2052","PSB","23000-jose pereira nunes",1,1
"2431",23019,"PE",0,-7.86950824194772,"JOSE ERICKSON TORRES LOPES","6679","PMDB","23019-jose erickson torres lopes",0,0
"2432",23019,"PE",1,7.86950824194772,"MARIA GIZELDA SIMOES INACIO","7820","PPS","23019-maria gizelda simoes inacio",1,1
"2433",23027,"PE",0,-10.5968331303289,"JORGE FERNANDO PINTO LAPA","2569","PSB","23027-jorge fernando pinto lapa",0,0
"2434",23027,"PE",1,10.5968331303289,"MANUEL SEVERINO DA SILVA","3178","PDT","23027-manuel severino da silva",0,0
"2435",23035,"PE",0,-4.89928525016244,"ANTONIO AVELAR CAVALCANTI RODRIGUES JUNIOR","3659","PSB","23035-antonio avelar cavalcanti rodrigues junior",0,0
"2436",23035,"PE",1,4.89928525016244,"CLAUDIO RODRIGUES GALINDO","4036","PFL","23035-claudio rodrigues galindo",1,0
"2437",23043,"PE",0,-23.8271833858706,"ANTONIO IVO GOMES DINIZ","2054","PFL","23043-antonio ivo gomes diniz",0,0
"2438",23043,"PE",1,23.8271833858706,"JOSE BEZERRA DOS SANTOS","3339","PDT","23043-jose bezerra dos santos",1,1
"2439",23051,"PE",0,-1.67684404381119,"JOSUE MENDES DA SILVA","5072","PTB","23051-josue mendes da silva",1,1
"2440",23051,"PE",1,1.67684404381119,"ANTONIO ALVES DOS SANTOS","5245","PSB","23051-antonio alves dos santos",0,0
"2441",23060,"PE",0,-69.7632058287796,"JAILTON FRANCISCO DO NASCIMENTO","664","PTB","23060-jailton francisco do nascimento",0,0
"2442",23060,"PE",1,69.7632058287796,"MARCOS ANTONIO GONCALVES DE LIMA","3728","PSB","23060-marcos antonio goncalves de lima",1,1
"2443",23078,"PE",0,-2.20984861666957,"EUDO DE MAGALHAES LYRA","5620","PPB","23078-eudo de magalhaes lyra",0,0
"2444",23078,"PE",1,2.20984861666957,"EDUARDO PASSOS COUTINHO CORREA DE OLIVEIRA","5874","PSB","23078-eduardo passos coutinho correa de oliveira",1,1
"2445",23086,"PE",0,-11.7220145150649,"PEDRO DE SOUZA BARBOSA","2007","PFL","23086-pedro de souza barbosa",0,0
"2446",23086,"PE",1,11.7220145150649,"ANTONIO VALDI DE FRANCA SALES","2540","PSB","23086-antonio valdi de franca sales",1,1
"2447",23094,"PE",0,-10.2621127879269,"JOSE CARLOS BEZERRA","5649","PSC","23094-jose carlos bezerra",0,0
"2448",23094,"PE",1,10.2621127879269,"CLODOALDO BEZERRA JONATAS","6941","PTB","23094-clodoaldo bezerra jonatas",1,0
"2449",23108,"PE",0,-21.6761308008616,"VALDEMIRO MARQUES SOARES","2000","PSB","23108-valdemiro marques soares",0,0
"2450",23108,"PE",1,21.6761308008616,"JOSE DE JESUS NUNES GUIMARAES","3107","PFL","23108-jose de jesus nunes guimaraes",1,1
"2451",23116,"PE",0,-5.58667241131696,"WILTON CLEITON RIBEIRO CAVALCANTI","3287","PSB","23116-wilton cleiton ribeiro cavalcanti",1,0
"2452",23116,"PE",1,5.58667241131696,"LENILSON FLAVIO BEZERRA DE  ALMEIDA","3676","PFL","23116-lenilson flavio bezerra de  almeida",0,0
"2453",23124,"PE",0,-24.3032329988852,"JOSE COSMO SOBRINHO","1358","PL","23124-jose cosmo sobrinho",0,0
"2454",23124,"PE",1,24.3032329988852,"GERSON HENRIQUE DE MELO","2230","PSB","23124-gerson henrique de melo",1,1
"2455",23132,"PE",0,-8.62955637185646,"ELANE VIEIRA DA SILVA","8084","PMDB","23132-elane vieira da silva",1,1
"2456",23132,"PE",1,8.62955637185646,"CARLOS JOSE DE ALMEIDA FREITAS","9611","PSB","23132-carlos jose de almeida freitas",1,0
"2457",23140,"PE",0,-5.68831168831169,"COSME DAMIAO DE ASSIS REIS","3631","PMDB","23140-cosme damiao de assis reis",0,0
"2458",23140,"PE",1,5.68831168831169,"JOSE OLIMPIO RODRIGUES","4069","PFL","23140-jose olimpio rodrigues",1,1
"2459",23159,"PE",0,-8.3348432687081,"JOAO ALVES DA SILVA","5059","PSDB","23159-joao alves da silva",0,0
"2460",23159,"PE",1,8.3348432687081,"JOSE FERREIRA DE OMENA","5979","PSB","23159-jose ferreira de omena",1,1
"2461",23167,"PE",0,-2.00785683107813,"SIMAO LOPES GONCALVES","2245","PFL","23167-simao lopes goncalves",0,0
"2462",23167,"PE",1,2.00785683107813,"TADEU MARCELO NOVAIS TORRES","2337","PSB","23167-tadeu marcelo novais torres",1,1
"2463",23175,"PE",0,-5.48198336926394,"ALVARO SOARES DE MELO","3069","PSB","23175-alvaro soares de melo",0,0
"2464",23175,"PE",1,5.48198336926394,"JANIO GOUVEIA DA SILVA","3425","PPS","23175-janio gouveia da silva",1,1
"2465",23183,"PE",0,-8.33613445378151,"LUCIANO ALVES VERAS","2727","PFL","23183-luciano alves veras",0,0
"2466",23183,"PE",1,8.33613445378151,"JORGE ROBERTO GARZIERA","3223","PMDB","23183-jorge roberto garziera",1,1
"2467",23191,"PE",0,-6.71450538185546,"OSCAR SOARES DA SILVA","1820","PSB","23191-oscar soares da silva",0,0
"2468",23191,"PE",1,6.71450538185546,"MARCO ANTONIO LEAL CALADO","2082","PFL","23191-marco antonio leal calado",1,1
"2469",23205,"PE",0,-9.15344926428435,"SEVERINO ALEXANDRE SOBRINHO","2377","PMDB","23205-severino alexandre sobrinho",1,0
"2470",23205,"PE",1,9.15344926428435,"HILDEMAR ALVES GUIMARAES","2856","PSB","23205-hildemar alves guimaraes",1,1
"2471",23213,"PE",0,-25.7617478445357,"JOSE MUNIZ RAMOS","8223","PFL","23213-jose muniz ramos",0,0
"2472",23213,"PE",1,25.7617478445357,"EMANOEL SANTIAGO ALENCAR","13930","PSB","23213-emanoel santiago alencar",0,0
"2473",23221,"PE",0,-5.24885340580941,"JOSE GUERRA DE FARIAS","2789","PFL","23221-jose guerra de farias",1,0
"2474",23221,"PE",1,5.24885340580941,"MARIA ROSINEIDE ARAUJO BARBOSA","3098","PSB","23221-maria rosineide araujo barbosa",1,1
"2475",23230,"PE",0,-5.82066815460375,"JULIAO JULU GUERRA NETO","13292","PMDB","23230-juliao julu guerra neto",0,0
"2476",23230,"PE",1,5.82066815460375,"ROSA MARIA LINS DE ALBUQUERQUE DE BARROS CORREIA","14935","PDT","23230-rosa maria lins de albuquerque de barros correia",1,1
"2477",23248,"PE",0,-2.45139475908707,"JOAO ANDRE DE OLIVEIRA","2308","PSB","23248-joao andre de oliveira",0,0
"2478",23248,"PE",1,2.45139475908707,"JOSE VIEIRA PEREIRA","2424","PFL","23248-jose vieira pereira",1,1
"2479",23256,"PE",0,-6.30630630630631,"JOSE MANOEL DE ALMEIDA JUNIOR","2600","PSC","23256-jose manoel de almeida junior",0,0
"2480",23256,"PE",1,6.30630630630631,"FRANCISCO JACOMO DE ARAUJO","2950","PSB","23256-francisco jacomo de araujo",0,0
"2481",23264,"PE",0,-12.4762808349146,"PAULO REGINALDO NOVAES DALTRO","1845","PMDB","23264-paulo reginaldo novaes daltro",0,0
"2482",23264,"PE",1,12.4762808349146,"JOAO GOMES DE ARAUJO","2371","PDT","23264-joao gomes de araujo",1,1
"2483",23272,"PE",0,-18.2447466007417,"CLETO GILBERTO RUFINO DE SIQUEIRA","6614","PFL","23272-cleto gilberto rufino de siqueira",0,0
"2484",23272,"PE",1,18.2447466007417,"JOAO MARCOLINO GOMES JUNIOR","9566","PSB","23272-joao marcolino gomes junior",1,1
"2485",23280,"PE",0,-1.00266011868222,"FRANCISCO PINTO DE FREITAS","2419","PFL","23280-francisco pinto de freitas",1,0
"2486",23280,"PE",1,1.00266011868222,"PAULO GUIMARAES DOS SANTOS","2468","PSB","23280-paulo guimaraes dos santos",1,1
"2487",23299,"PE",0,-8.21892044385932,"SEVERINO GONCALVES DE LIMA","2440","PDT","23299-severino goncalves de lima",0,0
"2488",23299,"PE",1,8.21892044385932,"ROLPH EBER CASALE","2877","PSB","23299-rolph eber casale",1,1
"2489",23302,"PE",0,-8.02407221664995,"ADALBERTO RODRIGUES DA SILVA","1834","PSB","23302-adalberto rodrigues da silva",0,0
"2490",23302,"PE",1,8.02407221664995,"FERNANDO DO REGO BARROS","2154","PFL","23302-fernando do rego barros",1,1
"2491",23310,"PE",0,-7.87032210987178,"ANIBAL DE CARVALHO SA RORIZ","4419","PMDB","23310-anibal de carvalho sa roriz",1,1
"2492",23310,"PE",1,7.87032210987178,"MANOEL DE ARAUJO CARVALHO CARIBE","5174","PSB","23310-manoel de araujo carvalho caribe",0,0
"2493",23329,"PE",0,-29.9125807677689,"CLEOMATSON COELHO DE VASCONCELOS","1844","PDT","23329-cleomatson coelho de vasconcelos",0,0
"2494",23329,"PE",1,29.9125807677689,"GENI LEMOS DE VASCONCELOS","3418","PPB","23329-geni lemos de vasconcelos",1,0
"2495",23337,"PE",0,-1.5760466690302,"JOAO MENDONCA BEZERRA JATOBA","15269","PFL","23337-joao mendonca bezerra jatoba",1,1
"2496",23337,"PE",1,1.5760466690302,"CECILIO BARBOSA CINTRA GALVAO","15758","PSB","23337-cecilio barbosa cintra galvao",0,0
"2497",23353,"PE",0,-41.6366258111031,"SIDNEI FERREIRA DE SOUZA","1619","PSB","23353-sidnei ferreira de souza",0,0
"2498",23353,"PE",1,41.6366258111031,"GENIVAL FERREIRA DE ARAUJO","3929","PSDB","23353-genival ferreira de araujo",1,1
"2499",23370,"PE",0,-1.4892443463872,"MARCONE DE LIMA BORBA","11609","PDT","23370-marcone de lima borba",1,0
"2500",23370,"PE",1,1.4892443463872,"LUCAS CARNEIRO SOARES CARDOSO","11960","PFL","23370-lucas carneiro soares cardoso",1,1
"2501",23396,"PE",0,-15.9744648892227,"JOSE LISLEDO BEZERRA ALVES","5594","PDT","23396-jose lisledo bezerra alves",0,0
